# Longitud de onda (micrones)	Flujo (W)
1.295251997765e+00	4.566352455118e-32
1.295399337092e+00	4.569966077903e-32
1.295546676418e+00	4.573579700688e-32
1.295694015745e+00	4.577193323472e-32
1.295841355072e+00	4.580806946257e-32
1.295988694398e+00	4.584420569042e-32
1.296136033725e+00	4.588034191826e-32
1.296283373052e+00	4.591647814611e-32
1.296430712378e+00	4.595261437395e-32
1.296578051705e+00	4.598875060180e-32
1.296725391032e+00	4.602488682965e-32
1.296872730359e+00	4.606102305749e-32
1.297020069685e+00	4.609715928534e-32
1.297167409012e+00	4.613329551319e-32
1.297314748339e+00	4.616943174103e-32
1.297462087665e+00	4.620556796888e-32
1.297609426992e+00	4.624170419672e-32
1.297756766319e+00	4.627784042457e-32
1.297904105645e+00	4.631397665242e-32
1.298051444972e+00	4.635011288026e-32
1.298198784299e+00	4.638624910811e-32
1.298346123626e+00	4.642238533596e-32
1.298493462952e+00	4.645852156380e-32
1.298640802279e+00	4.649465779165e-32
1.298788141606e+00	4.653079401949e-32
1.298935480932e+00	4.656693024734e-32
1.299082820259e+00	4.660306647519e-32
1.299230159586e+00	4.663920270303e-32
1.299377498912e+00	4.667533893088e-32
1.299524838239e+00	4.671147515873e-32
1.299672177566e+00	4.674761138657e-32
1.299819516893e+00	4.678374761442e-32
1.299966856219e+00	4.681988384226e-32
1.300114195546e+00	4.685602007011e-32
1.300261534873e+00	4.689215629796e-32
1.300408874199e+00	4.692829252580e-32
1.300556213526e+00	4.696442875365e-32
1.300703552853e+00	4.700056498150e-32
1.300850892179e+00	4.703670120934e-32
1.300998231506e+00	4.707283743719e-32
1.301145570833e+00	4.710897366503e-32
1.301292910160e+00	4.714510989288e-32
1.301440249486e+00	4.718124612073e-32
1.301587588813e+00	4.721738234857e-32
1.301734928140e+00	4.725351857642e-32
1.301882267466e+00	4.728965480427e-32
1.302029606793e+00	4.732579103211e-32
1.302176946120e+00	4.736192725996e-32
1.302324285446e+00	4.739806348780e-32
1.302471624773e+00	4.743419971565e-32
1.302618964100e+00	4.747033594350e-32
1.302766303427e+00	4.750647217134e-32
1.302913642753e+00	4.754260839919e-32
1.303060982080e+00	4.757874462704e-32
1.303208321407e+00	4.761488085488e-32
1.303355660733e+00	4.765101708273e-32
1.303503000060e+00	4.768715331057e-32
1.303650339387e+00	4.772328953842e-32
1.303797678713e+00	4.775942576627e-32
1.303945018040e+00	4.779556199411e-32
1.304092357367e+00	4.783169822196e-32
1.304239696694e+00	4.786783444981e-32
1.304387036020e+00	4.790397067765e-32
1.304534375347e+00	4.794010690550e-32
1.304681714674e+00	4.797624313334e-32
1.304829054000e+00	4.801237936119e-32
1.304976393327e+00	4.804851558904e-32
1.305123732654e+00	4.808465181688e-32
1.305271071980e+00	4.812078804473e-32
1.305418411307e+00	4.815692427258e-32
1.305565750634e+00	4.819306050042e-32
1.305713089961e+00	4.822919672827e-32
1.305860429287e+00	4.826533295611e-32
1.306007768614e+00	4.830146918396e-32
1.306155107941e+00	4.833760541181e-32
1.306302447267e+00	4.837374163965e-32
1.306449786594e+00	4.840987786750e-32
1.306597125921e+00	4.844601409535e-32
1.306744465247e+00	4.848215032319e-32
1.306891804574e+00	4.851828655104e-32
1.307039143901e+00	4.855442277888e-32
1.307186483228e+00	4.859055900673e-32
1.307333822554e+00	4.862669523458e-32
1.307481161881e+00	4.866283146242e-32
1.307628501208e+00	4.869896769027e-32
1.307775840534e+00	4.873510391812e-32
1.307923179861e+00	4.877124014596e-32
1.308070519188e+00	4.880737637381e-32
1.308217858515e+00	4.884351260165e-32
1.308365197841e+00	4.887964882950e-32
1.308512537168e+00	4.891578505735e-32
1.308659876495e+00	4.895192128519e-32
1.308807215821e+00	4.898805751304e-32
1.308954555148e+00	4.902419374089e-32
1.309101894475e+00	4.906032996873e-32
1.309249233801e+00	4.909646619658e-32
1.309396573128e+00	4.913260242442e-32
1.309543912455e+00	4.916873865227e-32
1.309691251782e+00	4.920487488012e-32
1.309838591108e+00	4.924101110796e-32
1.309985930435e+00	4.927714733581e-32
1.310133269762e+00	4.931328356366e-32
1.310280609088e+00	4.934941979150e-32
1.310427948415e+00	4.938555601935e-32
1.310575287742e+00	4.942169224719e-32
1.310722627068e+00	4.945782847504e-32
1.310869966395e+00	4.949396470289e-32
1.311017305722e+00	4.953010093073e-32
1.311164645049e+00	4.956623715858e-32
1.311311984375e+00	4.960237338643e-32
1.311459323702e+00	4.963850961427e-32
1.311606663029e+00	4.967464584212e-32
1.311754002355e+00	4.971078206996e-32
1.311901341682e+00	4.974691829781e-32
1.312048681009e+00	4.978305452566e-32
1.312196020335e+00	4.981919075350e-32
1.312343359662e+00	4.985532698135e-32
1.312490698989e+00	4.989146320920e-32
1.312638038316e+00	4.992759943704e-32
1.312785377642e+00	4.996373566489e-32
1.312932716969e+00	4.999987189273e-32
1.313080056296e+00	5.003600812058e-32
1.313227395622e+00	5.007214434843e-32
1.313374734949e+00	5.010828057627e-32
1.313522074276e+00	5.014441680412e-32
1.313669413602e+00	5.018055303197e-32
1.313816752929e+00	5.021668925981e-32
1.313964092256e+00	5.025282548766e-32
1.314111431583e+00	5.028896171550e-32
1.314258770909e+00	5.032509794335e-32
1.314406110236e+00	5.036123417120e-32
1.314553449563e+00	5.039737039904e-32
1.314700788889e+00	5.043350662689e-32
1.314848128216e+00	5.046964285473e-32
1.314995467543e+00	5.050577908258e-32
1.315142806869e+00	5.054191531043e-32
1.315290146196e+00	5.057805153827e-32
1.315437485523e+00	5.061418776612e-32
1.315584824850e+00	5.065032399397e-32
1.315732164176e+00	5.068646022181e-32
1.315879503503e+00	5.072259644966e-32
1.316026842830e+00	5.075873267751e-32
1.316174182156e+00	5.079486890535e-32
1.316321521483e+00	5.083100513320e-32
1.316468860810e+00	5.086714136104e-32
1.316616200136e+00	5.090327758889e-32
1.316763539463e+00	5.093941381674e-32
1.316910878790e+00	5.097555004458e-32
1.317058218117e+00	5.101168627243e-32
1.317205557443e+00	5.104782250028e-32
1.317352896770e+00	5.108395872812e-32
1.317500236097e+00	5.112009495597e-32
1.317647575423e+00	5.115623118381e-32
1.317794914750e+00	5.119236741166e-32
1.317942254077e+00	5.122850363951e-32
1.318089593403e+00	5.126463986735e-32
1.318236932730e+00	5.130077609520e-32
1.318384272057e+00	5.133691232305e-32
1.318531611384e+00	5.137304855089e-32
1.318678950710e+00	5.140918477874e-32
1.318826290037e+00	5.144532100658e-32
1.318973629364e+00	5.148145723443e-32
1.319120968690e+00	5.151759346228e-32
1.319268308017e+00	5.155372969012e-32
1.319415647344e+00	5.158986591797e-32
1.319562986670e+00	5.162600214581e-32
1.319710325997e+00	5.166213837366e-32
1.319857665324e+00	5.169827460151e-32
1.320005004651e+00	5.173441082935e-32
1.320152343977e+00	5.177054705720e-32
1.320299683304e+00	5.180668328505e-32
1.320447022631e+00	5.184281951289e-32
1.320594361957e+00	5.187895574074e-32
1.320741701284e+00	5.191509196859e-32
1.320889040611e+00	5.195122819643e-32
1.321036379937e+00	5.198736442428e-32
1.321183719264e+00	5.202350065212e-32
1.321331058591e+00	5.205963687997e-32
1.321478397918e+00	5.209577310782e-32
1.321625737244e+00	5.213190933566e-32
1.321773076571e+00	5.216804556351e-32
1.321920415898e+00	5.220418179135e-32
1.322067755224e+00	5.224031801920e-32
1.322215094551e+00	5.227645424705e-32
1.322362433878e+00	5.231259047489e-32
1.322509773204e+00	5.234872670274e-32
1.322657112531e+00	5.238486293059e-32
1.322804451858e+00	5.242099915843e-32
1.322951791185e+00	5.245713538628e-32
1.323099130511e+00	5.249327161412e-32
1.323246469838e+00	5.252940784197e-32
1.323393809165e+00	5.256554406982e-32
1.323541148491e+00	5.260168029766e-32
1.323688487818e+00	5.263781652551e-32
1.323835827145e+00	5.267395275336e-32
1.323983166471e+00	5.271008898120e-32
1.324130505798e+00	5.274622520905e-32
1.324277845125e+00	5.278236143689e-32
1.324425184452e+00	5.281849766474e-32
1.324572523778e+00	5.285463389259e-32
1.324719863105e+00	5.289077012043e-32
1.324867202432e+00	5.292690634828e-32
1.325014541758e+00	5.296304257613e-32
1.325161881085e+00	5.299917880397e-32
1.325309220412e+00	5.303531503182e-32
1.325456559738e+00	5.307145125966e-32
1.325603899065e+00	5.310758748751e-32
1.325751238392e+00	5.314372371536e-32
1.325898577719e+00	5.317985994320e-32
1.326045917045e+00	5.321599617105e-32
1.326193256372e+00	5.325213239890e-32
1.326340595699e+00	5.328826862674e-32
1.326487935025e+00	5.332440485459e-32
1.326635274352e+00	5.336054108243e-32
1.326782613679e+00	5.339667682146e-32
1.326929953005e+00	5.343279387354e-32
1.327077292332e+00	5.346871709516e-32
1.327224631659e+00	5.350351505322e-32
1.327371970986e+00	5.353459124284e-32
1.327519310312e+00	5.355862886042e-32
1.327666649639e+00	5.357503880009e-32
1.327813988966e+00	5.358671013138e-32
1.327961328292e+00	5.359669618680e-32
1.328108667619e+00	5.360634011778e-32
1.328256006946e+00	5.361594463322e-32
1.328403346272e+00	5.362554723869e-32
1.328550685599e+00	5.363514984417e-32
1.328698024926e+00	5.364475244965e-32
1.328845364253e+00	5.365435505513e-32
1.328992703579e+00	5.366395766060e-32
1.329140042906e+00	5.367356026608e-32
1.329287382233e+00	5.368316287156e-32
1.329434721559e+00	5.369276547704e-32
1.329582060886e+00	5.370236808251e-32
1.329729400213e+00	5.371197068799e-32
1.329876739539e+00	5.372157329347e-32
1.330024078866e+00	5.373117589895e-32
1.330171418193e+00	5.374077850442e-32
1.330318757520e+00	5.375038110990e-32
1.330466096846e+00	5.375998371538e-32
1.330613436173e+00	5.376958632086e-32
1.330760775500e+00	5.377918892633e-32
1.330908114826e+00	5.378879153181e-32
1.331055454153e+00	5.379839413729e-32
1.331202793480e+00	5.380799674277e-32
1.331350132806e+00	5.381759934824e-32
1.331497472133e+00	5.382720195372e-32
1.331644811460e+00	5.383680455920e-32
1.331792150787e+00	5.384640716467e-32
1.331939490113e+00	5.385600977015e-32
1.332086829440e+00	5.386561237563e-32
1.332234168767e+00	5.387521498111e-32
1.332381508093e+00	5.388481758658e-32
1.332528847420e+00	5.389442019206e-32
1.332676186747e+00	5.390402279754e-32
1.332823526073e+00	5.391362540302e-32
1.332970865400e+00	5.392322800849e-32
1.333118204727e+00	5.393283061397e-32
1.333265544054e+00	5.394243321945e-32
1.333412883380e+00	5.395203582493e-32
1.333560222707e+00	5.396163843040e-32
1.333707562034e+00	5.397124103588e-32
1.333854901360e+00	5.398084364136e-32
1.334002240687e+00	5.399044624684e-32
1.334149580014e+00	5.400004885231e-32
1.334296919341e+00	5.400965145779e-32
1.334444258667e+00	5.401925406327e-32
1.334591597994e+00	5.402885666875e-32
1.334738937321e+00	5.403845927422e-32
1.334886276647e+00	5.404806187970e-32
1.335033615974e+00	5.405766448518e-32
1.335180955301e+00	5.406726709066e-32
1.335328294627e+00	5.407686969613e-32
1.335475633954e+00	5.408647230161e-32
1.335622973281e+00	5.409607490709e-32
1.335770312608e+00	5.410567751256e-32
1.335917651934e+00	5.411528011804e-32
1.336064991261e+00	5.412488272352e-32
1.336212330588e+00	5.413448532900e-32
1.336359669914e+00	5.414408793447e-32
1.336507009241e+00	5.415369053995e-32
1.336654348568e+00	5.416329314543e-32
1.336801687894e+00	5.417289575091e-32
1.336949027221e+00	5.418249835638e-32
1.337096366548e+00	5.419210096186e-32
1.337243705875e+00	5.420170356734e-32
1.337391045201e+00	5.421130617282e-32
1.337538384528e+00	5.422090877829e-32
1.337685723855e+00	5.423051138377e-32
1.337833063181e+00	5.424011398925e-32
1.337980402508e+00	5.424971659473e-32
1.338127741835e+00	5.425931920020e-32
1.338275081161e+00	5.426892180568e-32
1.338422420488e+00	5.427852441116e-32
1.338569759815e+00	5.428812701664e-32
1.338717099142e+00	5.429772962211e-32
1.338864438468e+00	5.430733222759e-32
1.339011777795e+00	5.431693483307e-32
1.339159117122e+00	5.432653743854e-32
1.339306456448e+00	5.433614004402e-32
1.339453795775e+00	5.434574264950e-32
1.339601135102e+00	5.435534525498e-32
1.339748474428e+00	5.436494786045e-32
1.339895813755e+00	5.437455046593e-32
1.340043153082e+00	5.438415307141e-32
1.340190492409e+00	5.439375567689e-32
1.340337831735e+00	5.440335828236e-32
1.340485171062e+00	5.441296088784e-32
1.340632510389e+00	5.442256349332e-32
1.340779849715e+00	5.443216609880e-32
1.340927189042e+00	5.444176870427e-32
1.341074528369e+00	5.445137130975e-32
1.341221867695e+00	5.446097391523e-32
1.341369207022e+00	5.447057652071e-32
1.341516546349e+00	5.448017912618e-32
1.341663885676e+00	5.448978173166e-32
1.341811225002e+00	5.449938433714e-32
1.341958564329e+00	5.450898694262e-32
1.342105903656e+00	5.451858954809e-32
1.342253242982e+00	5.452819215357e-32
1.342400582309e+00	5.453779475905e-32
1.342547921636e+00	5.454739736452e-32
1.342695260962e+00	5.455699997000e-32
1.342842600289e+00	5.456660257548e-32
1.342989939616e+00	5.457620518096e-32
1.343137278943e+00	5.458580778643e-32
1.343284618269e+00	5.459541039191e-32
1.343431957596e+00	5.460501299739e-32
1.343579296923e+00	5.461461560287e-32
1.343726636249e+00	5.462421820834e-32
1.343873975576e+00	5.463382081382e-32
1.344021314903e+00	5.464342341930e-32
1.344168654229e+00	5.465302602478e-32
1.344315993556e+00	5.466262863025e-32
1.344463332883e+00	5.467223123573e-32
1.344610672210e+00	5.468183384121e-32
1.344758011536e+00	5.469143644669e-32
1.344905350863e+00	5.470103905216e-32
1.345052690190e+00	5.471064165764e-32
1.345200029516e+00	5.472024426312e-32
1.345347368843e+00	5.472984686860e-32
1.345494708170e+00	5.473944947407e-32
1.345642047496e+00	5.474905207955e-32
1.345789386823e+00	5.475865468503e-32
1.345936726150e+00	5.476825729051e-32
1.346084065477e+00	5.477785989598e-32
1.346231404803e+00	5.478746250146e-32
1.346378744130e+00	5.479706510694e-32
1.346526083457e+00	5.480666771241e-32
1.346673422783e+00	5.481627031789e-32
1.346820762110e+00	5.482587292337e-32
1.346968101437e+00	5.483547552885e-32
1.347115440763e+00	5.484507813432e-32
1.347262780090e+00	5.485468073980e-32
1.347410119417e+00	5.486428334528e-32
1.347557458744e+00	5.487388595076e-32
1.347704798070e+00	5.488348855623e-32
1.347852137397e+00	5.489309116171e-32
1.347999476724e+00	5.490269376719e-32
1.348146816050e+00	5.491229637267e-32
1.348294155377e+00	5.492189897814e-32
1.348441494704e+00	5.493150158362e-32
1.348588834030e+00	5.494110418910e-32
1.348736173357e+00	5.495070679458e-32
1.348883512684e+00	5.496030940005e-32
1.349030852011e+00	5.496991200553e-32
1.349178191337e+00	5.497951461101e-32
1.349325530664e+00	5.498911721649e-32
1.349472869991e+00	5.499871982196e-32
1.349620209317e+00	5.500832242744e-32
1.349767548644e+00	5.501792503292e-32
1.349914887971e+00	5.502752763839e-32
1.350062227297e+00	5.503713024387e-32
1.350209566624e+00	5.504673284935e-32
1.350356905951e+00	5.505633545483e-32
1.350504245278e+00	5.506593806030e-32
1.350651584604e+00	5.507554066578e-32
1.350798923931e+00	5.508514327126e-32
1.350946263258e+00	5.509474587674e-32
1.351093602584e+00	5.510434848221e-32
1.351240941911e+00	5.511395108769e-32
1.351388281238e+00	5.512355369317e-32
1.351535620564e+00	5.513315629865e-32
1.351682959891e+00	5.514275890412e-32
1.351830299218e+00	5.515236150960e-32
1.351977638545e+00	5.516196411508e-32
1.352124977871e+00	5.517156672056e-32
1.352272317198e+00	5.518116932603e-32
1.352419656525e+00	5.519077193151e-32
1.352566995851e+00	5.520037453699e-32
1.352714335178e+00	5.520997714247e-32
1.352861674505e+00	5.521957974794e-32
1.353009013831e+00	5.522918235342e-32
1.353156353158e+00	5.523878495890e-32
1.353303692485e+00	5.524838756437e-32
1.353451031812e+00	5.525799016985e-32
1.353598371138e+00	5.526759277533e-32
1.353745710465e+00	5.527719538081e-32
1.353893049792e+00	5.528679798628e-32
1.354040389118e+00	5.529640059176e-32
1.354187728445e+00	5.530600319724e-32
1.354335067772e+00	5.531560580272e-32
1.354482407098e+00	5.532520840819e-32
1.354629746425e+00	5.533481101367e-32
1.354777085752e+00	5.534441361915e-32
1.354924425079e+00	5.535401622463e-32
1.355071764405e+00	5.536361883010e-32
1.355219103732e+00	5.537322143558e-32
1.355366443059e+00	5.538282404106e-32
1.355513782385e+00	5.539242664654e-32
1.355661121712e+00	5.540202925201e-32
1.355808461039e+00	5.541163185749e-32
1.355955800365e+00	5.542123446297e-32
1.356103139692e+00	5.543083706845e-32
1.356250479019e+00	5.544043967392e-32
1.356397818346e+00	5.545004227940e-32
1.356545157672e+00	5.545964488488e-32
1.356692496999e+00	5.546924749036e-32
1.356839836326e+00	5.547885009583e-32
1.356987175652e+00	5.548845270131e-32
1.357134514979e+00	5.549805530679e-32
1.357281854306e+00	5.550765791226e-32
1.357429193632e+00	5.551726051774e-32
1.357576532959e+00	5.552686312322e-32
1.357723872286e+00	5.553646572870e-32
1.357871211613e+00	5.554606833417e-32
1.358018550939e+00	5.555567093965e-32
1.358165890266e+00	5.556527354513e-32
1.358313229593e+00	5.557487615061e-32
1.358460568919e+00	5.558447875608e-32
1.358607908246e+00	5.559408136156e-32
1.358755247573e+00	5.560368396704e-32
1.358902586899e+00	5.561328657252e-32
1.359049926226e+00	5.562288917799e-32
1.359197265553e+00	5.563249178347e-32
1.359344604880e+00	5.564209438895e-32
1.359491944206e+00	5.565169699443e-32
1.359639283533e+00	5.566129959990e-32
1.359786622860e+00	5.567090220538e-32
1.359933962186e+00	5.568050481086e-32
1.360081301513e+00	5.569010741634e-32
1.360228640840e+00	5.569971002181e-32
1.360375980166e+00	5.570931262729e-32
1.360523319493e+00	5.571891523277e-32
1.360670658820e+00	5.572851783824e-32
1.360817998147e+00	5.573812044372e-32
1.360965337473e+00	5.574772304920e-32
1.361112676800e+00	5.575732565468e-32
1.361260016127e+00	5.576692826015e-32
1.361407355453e+00	5.577653086563e-32
1.361554694780e+00	5.578613347111e-32
1.361702034107e+00	5.579573607659e-32
1.361849373434e+00	5.580533868206e-32
1.361996712760e+00	5.581494128754e-32
1.362144052087e+00	5.582454389302e-32
1.362291391414e+00	5.583414649850e-32
1.362438730740e+00	5.584374910397e-32
1.362586070067e+00	5.585335170945e-32
1.362733409394e+00	5.586295431493e-32
1.362880748720e+00	5.587255692041e-32
1.363028088047e+00	5.588215952588e-32
1.363175427374e+00	5.589176213136e-32
1.363322766701e+00	5.590136473684e-32
1.363470106027e+00	5.591096734232e-32
1.363617445354e+00	5.592056994779e-32
1.363764784681e+00	5.593017255327e-32
1.363912124007e+00	5.593977515875e-32
1.364059463334e+00	5.594937776423e-32
1.364206802661e+00	5.595898036970e-32
1.364354141987e+00	5.596858297518e-32
1.364501481314e+00	5.597818558066e-32
1.364648820641e+00	5.598778818613e-32
1.364796159968e+00	5.599739079161e-32
1.364943499294e+00	5.600699339709e-32
1.365090838621e+00	5.601659600257e-32
1.365238177948e+00	5.602619860804e-32
1.365385517274e+00	5.603580121352e-32
1.365532856601e+00	5.604540381900e-32
1.365680195928e+00	5.605500642448e-32
1.365827535254e+00	5.606460902995e-32
1.365974874581e+00	5.607421163543e-32
1.366122213908e+00	5.608381424091e-32
1.366269553235e+00	5.609341684639e-32
1.366416892561e+00	5.610301945186e-32
1.366564231888e+00	5.611262205734e-32
1.366711571215e+00	5.612222466282e-32
1.366858910541e+00	5.613182726830e-32
1.367006249868e+00	5.614142987377e-32
1.367153589195e+00	5.615103247925e-32
1.367300928521e+00	5.616063508473e-32
1.367448267848e+00	5.617023769020e-32
1.367595607175e+00	5.617984029568e-32
1.367742946502e+00	5.618944290116e-32
1.367890285828e+00	5.619904550664e-32
1.368037625155e+00	5.620864811211e-32
1.368184964482e+00	5.621825071759e-32
1.368332303808e+00	5.622785332307e-32
1.368479643135e+00	5.623745592855e-32
1.368626982462e+00	5.624705853402e-32
1.368774321788e+00	5.625666113950e-32
1.368921661115e+00	5.626626374498e-32
1.369069000442e+00	5.627586635046e-32
1.369216339769e+00	5.628546895593e-32
1.369363679095e+00	5.629507156141e-32
1.369511018422e+00	5.630467416689e-32
1.369658357749e+00	5.631427677237e-32
1.369805697075e+00	5.632387937784e-32
1.369953036402e+00	5.633348198332e-32
1.370100375729e+00	5.634308458880e-32
1.370247715055e+00	5.635268719428e-32
1.370395054382e+00	5.636228979975e-32
1.370542393709e+00	5.637189240523e-32
1.370689733036e+00	5.638149501071e-32
1.370837072362e+00	5.639109761619e-32
1.370984411689e+00	5.640070022166e-32
1.371131751016e+00	5.641030282714e-32
1.371279090342e+00	5.641990543262e-32
1.371426429669e+00	5.642950803809e-32
1.371573768996e+00	5.643911064357e-32
1.371721108322e+00	5.644871324905e-32
1.371868447649e+00	5.645831585453e-32
1.372015786976e+00	5.646791846000e-32
1.372163126303e+00	5.647752106548e-32
1.372310465629e+00	5.648712367096e-32
1.372457804956e+00	5.649672627644e-32
1.372605144283e+00	5.650632888191e-32
1.372752483609e+00	5.651593148739e-32
1.372899822936e+00	5.652553409287e-32
1.373047162263e+00	5.653513669835e-32
1.373194501589e+00	5.654473930382e-32
1.373341840916e+00	5.655434359390e-32
1.373489180243e+00	5.656399210893e-32
1.373636519570e+00	5.657404619808e-32
1.373783858896e+00	5.658627147037e-32
1.373931198223e+00	5.660535339770e-32
1.374078537550e+00	5.663724665805e-32
1.374225876876e+00	5.668332703709e-32
1.374373216203e+00	5.673872235164e-32
1.374520555530e+00	5.679774054820e-32
1.374667894856e+00	5.685759156512e-32
1.374815234183e+00	5.691755537405e-32
1.374962573510e+00	5.697752699865e-32
1.375109912837e+00	5.703749862325e-32
1.375257252163e+00	5.709747024785e-32
1.375404591490e+00	5.715744187245e-32
1.375551930817e+00	5.721741349705e-32
1.375699270143e+00	5.727738512165e-32
1.375846609470e+00	5.733735674625e-32
1.375993948797e+00	5.739732837085e-32
1.376141288123e+00	5.745729999545e-32
1.376288627450e+00	5.751727162005e-32
1.376435966777e+00	5.757724324465e-32
1.376583306104e+00	5.763721486925e-32
1.376730645430e+00	5.769718649385e-32
1.376877984757e+00	5.775715811844e-32
1.377025324084e+00	5.781712974304e-32
1.377172663410e+00	5.787710136764e-32
1.377320002737e+00	5.793707299224e-32
1.377467342064e+00	5.799704461684e-32
1.377614681390e+00	5.805701624144e-32
1.377762020717e+00	5.811698786604e-32
1.377909360044e+00	5.817695949064e-32
1.378056699371e+00	5.823693111524e-32
1.378204038697e+00	5.829690273984e-32
1.378351378024e+00	5.835687436444e-32
1.378498717351e+00	5.841684598904e-32
1.378646056677e+00	5.847681761364e-32
1.378793396004e+00	5.853678923824e-32
1.378940735331e+00	5.859676086284e-32
1.379088074657e+00	5.865673248744e-32
1.379235413984e+00	5.871670411204e-32
1.379382753311e+00	5.877667573664e-32
1.379530092638e+00	5.883664736124e-32
1.379677431964e+00	5.889661898584e-32
1.379824771291e+00	5.895659061043e-32
1.379972110618e+00	5.901656223503e-32
1.380119449944e+00	5.907653385963e-32
1.380266789271e+00	5.913650548423e-32
1.380414128598e+00	5.919647710883e-32
1.380561467924e+00	5.925644873343e-32
1.380708807251e+00	5.931642035803e-32
1.380856146578e+00	5.937639198263e-32
1.381003485905e+00	5.943636360723e-32
1.381150825231e+00	5.949633523183e-32
1.381298164558e+00	5.955630685643e-32
1.381445503885e+00	5.961627848103e-32
1.381592843211e+00	5.967625010563e-32
1.381740182538e+00	5.973622173023e-32
1.381887521865e+00	5.979619335483e-32
1.382034861191e+00	5.985616497943e-32
1.382182200518e+00	5.991613660403e-32
1.382329539845e+00	5.997610822863e-32
1.382476879172e+00	6.003607985323e-32
1.382624218498e+00	6.009605147783e-32
1.382771557825e+00	6.015602310243e-32
1.382918897152e+00	6.021599472702e-32
1.383066236478e+00	6.027596635162e-32
1.383213575805e+00	6.033593797622e-32
1.383360915132e+00	6.039590960082e-32
1.383508254458e+00	6.045588122542e-32
1.383655593785e+00	6.051585285002e-32
1.383802933112e+00	6.057582447462e-32
1.383950272439e+00	6.063579609922e-32
1.384097611765e+00	6.069576772382e-32
1.384244951092e+00	6.075573934842e-32
1.384392290419e+00	6.081571097302e-32
1.384539629745e+00	6.087568259762e-32
1.384686969072e+00	6.093565422222e-32
1.384834308399e+00	6.099562584682e-32
1.384981647725e+00	6.105559747142e-32
1.385128987052e+00	6.111556909602e-32
1.385276326379e+00	6.117554072062e-32
1.385423665706e+00	6.123551234522e-32
1.385571005032e+00	6.129548396982e-32
1.385718344359e+00	6.135545559442e-32
1.385865683686e+00	6.141542721901e-32
1.386013023012e+00	6.147539884361e-32
1.386160362339e+00	6.153537046821e-32
1.386307701666e+00	6.159534209281e-32
1.386455040992e+00	6.165531371741e-32
1.386602380319e+00	6.171528534201e-32
1.386749719646e+00	6.177525696661e-32
1.386897058973e+00	6.183522859121e-32
1.387044398299e+00	6.189520021581e-32
1.387191737626e+00	6.195517184041e-32
1.387339076953e+00	6.201514346501e-32
1.387486416279e+00	6.207511508961e-32
1.387633755606e+00	6.213508671421e-32
1.387781094933e+00	6.219505833881e-32
1.387928434259e+00	6.225502996341e-32
1.388075773586e+00	6.231500158801e-32
1.388223112913e+00	6.237497321261e-32
1.388370452240e+00	6.243494483721e-32
1.388517791566e+00	6.249491646181e-32
1.388665130893e+00	6.255488808641e-32
1.388812470220e+00	6.261485971100e-32
1.388959809546e+00	6.267483133560e-32
1.389107148873e+00	6.273480296020e-32
1.389254488200e+00	6.279477458480e-32
1.389401827527e+00	6.285474620940e-32
1.389549166853e+00	6.291471783400e-32
1.389696506180e+00	6.297468945860e-32
1.389843845507e+00	6.303466108320e-32
1.389991184833e+00	6.309463270780e-32
1.390138524160e+00	6.315460433240e-32
1.390285863487e+00	6.321457595700e-32
1.390433202813e+00	6.327454758160e-32
1.390580542140e+00	6.333451920620e-32
1.390727881467e+00	6.339449083080e-32
1.390875220794e+00	6.345446245540e-32
1.391022560120e+00	6.351443408000e-32
1.391169899447e+00	6.357440570460e-32
1.391317238774e+00	6.363437732920e-32
1.391464578100e+00	6.369434895380e-32
1.391611917427e+00	6.375432057840e-32
1.391759256754e+00	6.381429220300e-32
1.391906596080e+00	6.387426382759e-32
1.392053935407e+00	6.393423545219e-32
1.392201274734e+00	6.399420707679e-32
1.392348614061e+00	6.405417870139e-32
1.392495953387e+00	6.411415032599e-32
1.392643292714e+00	6.417412195059e-32
1.392790632041e+00	6.423409357519e-32
1.392937971367e+00	6.429406519979e-32
1.393085310694e+00	6.435403682439e-32
1.393232650021e+00	6.441400844899e-32
1.393379989347e+00	6.447398007359e-32
1.393527328674e+00	6.453395169819e-32
1.393674668001e+00	6.459392332279e-32
1.393822007328e+00	6.465389494739e-32
1.393969346654e+00	6.471386657199e-32
1.394116685981e+00	6.477383819659e-32
1.394264025308e+00	6.483380982119e-32
1.394411364634e+00	6.489378144579e-32
1.394558703961e+00	6.495375307039e-32
1.394706043288e+00	6.501372469499e-32
1.394853382614e+00	6.507369631959e-32
1.395000721941e+00	6.513366794418e-32
1.395148061268e+00	6.519363956878e-32
1.395295400595e+00	6.525361119338e-32
1.395442739921e+00	6.531358281798e-32
1.395590079248e+00	6.537355444258e-32
1.395737418575e+00	6.543352606718e-32
1.395884757901e+00	6.549349769178e-32
1.396032097228e+00	6.555346931638e-32
1.396179436555e+00	6.561344094098e-32
1.396326775881e+00	6.567341256558e-32
1.396474115208e+00	6.573338419018e-32
1.396621454535e+00	6.579335581478e-32
1.396768793862e+00	6.585332743938e-32
1.396916133188e+00	6.591329906398e-32
1.397063472515e+00	6.597327068858e-32
1.397210811842e+00	6.603324231318e-32
1.397358151168e+00	6.609321393778e-32
1.397505490495e+00	6.615318556238e-32
1.397652829822e+00	6.621315718698e-32
1.397800169148e+00	6.627312881158e-32
1.397947508475e+00	6.633310043617e-32
