# Longitud de onda (micrones)	Flujo (W)
1.913929830580440861e+00	5.800290024672214845e-31
1.914077169907141718e+00	5.802725306855067055e-31
1.914224509233841909e+00	5.805160589037874598e-31
1.914371848560542766e+00	5.807595871220732939e-31
1.914519187887243179e+00	5.810031153403566757e-31
1.914666527213943814e+00	5.812466435586424221e-31
1.914813866540644227e+00	5.814901717769274680e-31
1.914961205867344862e+00	5.817336999952108497e-31
1.915108545194045275e+00	5.819772282134965962e-31
1.915255884520745910e+00	5.822207564317812041e-31
1.915403223847446545e+00	5.824642846500639728e-31
1.915550563174146959e+00	5.827078128683484932e-31
1.915697902500847594e+00	5.829513410866338893e-31
1.915845241827548007e+00	5.831948693049184097e-31
1.915992581154248642e+00	5.834383975232028424e-31
1.916139920480949055e+00	5.836819257414860490e-31
1.916287259807649912e+00	5.839254539597697811e-31
1.916434599134350103e+00	5.841689821780541263e-31
1.916581938461050960e+00	5.844125103963403107e-31
1.916729277787751373e+00	5.846560386146243055e-31
1.916876617114452008e+00	5.848995668329093514e-31
1.917023956441152421e+00	5.851430950511939593e-31
1.917171295767853056e+00	5.853866232694789175e-31
1.917318635094553470e+00	5.856301514877628248e-31
1.917465974421254105e+00	5.858736797060482209e-31
1.917613313747954518e+00	5.861172079243295883e-31
1.917760653074655153e+00	5.863607361426155100e-31
1.917907992401355566e+00	5.866042643608999427e-31
1.918055331728056201e+00	5.868477925791856892e-31
1.918202671054756614e+00	5.870913207974681076e-31
1.918350010381457249e+00	5.873348490157519273e-31
1.918497349708157662e+00	5.875783772340368855e-31
1.918644689034858519e+00	5.878219054523207052e-31
1.918792028361559154e+00	5.880654336706063641e-31
1.918939367688259567e+00	5.883089618888907093e-31
1.919086707014960202e+00	5.885524901071747041e-31
1.919234046341660616e+00	5.887960183254594872e-31
1.919381385668361251e+00	5.890395465437449709e-31
1.919528724995061664e+00	5.892830747620301919e-31
1.919676064321762299e+00	5.895266029803108587e-31
1.919823403648462712e+00	5.897701311985972182e-31
1.919970742975163347e+00	5.900136594168820013e-31
1.920118082301863760e+00	5.902571876351657334e-31
1.920265421628564395e+00	5.905007158534521805e-31
1.920412760955264808e+00	5.907442440717327597e-31
1.920560100281965443e+00	5.909877722900172800e-31
1.920707439608665856e+00	5.912313005083025886e-31
1.920854778935366713e+00	5.914748287265874593e-31
1.921002118262067127e+00	5.917183569448718044e-31
1.921149457588767762e+00	5.919618851631562372e-31
1.921296796915468175e+00	5.922054133814405824e-31
1.921444136242168810e+00	5.924489415997266792e-31
1.921591475568869223e+00	5.926924698180104113e-31
1.921738814895569858e+00	5.929359980362965956e-31
1.921886154222270493e+00	5.931795262545781382e-31
1.922033493548970906e+00	5.934230544728628337e-31
1.922180832875671541e+00	5.936665826911472665e-31
1.922328172202371954e+00	5.939101109094323999e-31
1.922475511529072589e+00	5.941536391277168326e-31
1.922622850855773002e+00	5.943971673460009151e-31
1.922770190182473637e+00	5.946406955642847347e-31
1.922917529509174051e+00	5.948842237825678538e-31
1.923064868835874908e+00	5.951277520008528996e-31
1.923212208162575321e+00	5.953712802191375075e-31
1.923359547489275956e+00	5.956148084374225533e-31
1.923506886815976369e+00	5.958583366557057600e-31
1.923654226142677004e+00	5.961018648739914188e-31
1.923801565469377417e+00	5.963453930922765522e-31
1.923948904796078052e+00	5.965889213105622987e-31
1.924096244122778465e+00	5.968324495288462060e-31
1.924243583449479100e+00	5.970759777471293250e-31
1.924390922776179513e+00	5.973195059654127068e-31
1.924538262102880148e+00	5.975630341836969644e-31
1.924685601429580561e+00	5.978065624019825357e-31
1.924832940756281197e+00	5.980500906202669685e-31
1.924980280082982054e+00	5.982936188385527149e-31
1.925127619409682245e+00	5.985371470568367974e-31
1.925274958736383102e+00	5.987806752751181648e-31
1.925422298063083515e+00	5.990242034934029479e-31
1.925569637389784150e+00	5.992677317116879061e-31
1.925716976716484563e+00	5.995112599299719885e-31
1.925864316043185198e+00	5.997547881482583481e-31
1.926011655369885611e+00	5.999983163665431311e-31
1.926158994696586246e+00	6.002418445848266881e-31
1.926306334023286659e+00	6.004853728031106829e-31
1.926453673349987294e+00	6.007289010213962542e-31
1.926601012676687708e+00	6.009724292396814752e-31
1.926748352003388343e+00	6.012159574579655577e-31
1.926895691330088756e+00	6.014594856762476257e-31
1.927043030656789391e+00	6.017030138945323212e-31
1.927190369983489804e+00	6.019465421128173670e-31
1.927337709310190439e+00	6.021900703311025004e-31
1.927485048636890852e+00	6.024335985493858822e-31
1.927632387963591709e+00	6.026771267676718039e-31
1.927779727290292122e+00	6.029206549859537843e-31
1.927927066616992757e+00	6.031641832042382171e-31
1.928074405943693170e+00	6.034077114225218616e-31
1.928221745270393805e+00	6.036512396408068199e-31
1.928369084597094441e+00	6.038947678590924787e-31
1.928516423923794854e+00	6.041382960773762984e-31
1.928663763250495489e+00	6.043818242956616946e-31
1.928811102577195902e+00	6.046253525139463025e-31
1.928958441903896537e+00	6.048688807322311732e-31
1.929105781230596950e+00	6.051124089505156935e-31
1.929253120557297585e+00	6.053559371687995132e-31
1.929400459883997998e+00	6.055994653870840335e-31
1.929547799210698855e+00	6.058429936053675905e-31
1.929695138537399046e+00	6.060865218236508847e-31
1.929842477864099903e+00	6.063300500419354050e-31
1.929989817190800316e+00	6.065735782602204508e-31
1.930137156517500951e+00	6.068171064785063724e-31
1.930284495844201365e+00	6.070606346967905425e-31
1.930431835170902000e+00	6.073041629150756759e-31
1.930579174497602413e+00	6.075476911333593204e-31
1.930726513824303048e+00	6.077912193516415636e-31
1.930873853151003461e+00	6.080347475699257336e-31
1.931021192477704096e+00	6.082782757882103415e-31
1.931168531804404509e+00	6.085218040064952998e-31
1.931315871131105144e+00	6.087653322247800829e-31
1.931463210457805779e+00	6.090088604430643405e-31
1.931610549784506192e+00	6.092523886613504372e-31
1.931757889111207049e+00	6.094959168796353079e-31
1.931905228437907462e+00	6.097394450979185145e-31
1.932052567764608098e+00	6.099829733162039107e-31
1.932199907091308511e+00	6.102265015344881683e-31
1.932347246418009146e+00	6.104700297527721631e-31
1.932494585744709559e+00	6.107135579710559828e-31
1.932641925071410194e+00	6.109570861893392770e-31
1.932789264398110607e+00	6.112006144076244104e-31
1.932936603724811242e+00	6.114441426259085804e-31
1.933083943051511655e+00	6.116876708441929256e-31
1.933231282378212290e+00	6.119311990624783217e-31
1.933378621704912703e+00	6.121747272807619663e-31
1.933525961031613338e+00	6.124182554990476251e-31
1.933673300358313751e+00	6.126617837173320579e-31
1.933820639685014386e+00	6.129053119356137756e-31
1.933967979011714799e+00	6.131488401538982960e-31
1.934115318338415657e+00	6.133923683721832542e-31
1.934262657665115848e+00	6.136358965904670739e-31
1.934409996991816705e+00	6.138794248087527328e-31
1.934557336318517340e+00	6.141229530270377786e-31
1.934704675645217753e+00	6.143664812453219486e-31
1.934852014971918388e+00	6.146100094636071696e-31
1.934999354298618801e+00	6.148535376818919527e-31
1.935146693625319436e+00	6.150970659001758600e-31
1.935294032952019849e+00	6.153405941184601175e-31
1.935441372278720484e+00	6.155841223367453385e-31
1.935588711605420897e+00	6.158276505550300340e-31
1.935736050932121532e+00	6.160711787733144668e-31
1.935883390258821946e+00	6.163147069915990747e-31
1.936030729585522581e+00	6.165582352098815807e-31
1.936178068912222994e+00	6.168017634281653128e-31
1.936325408238923851e+00	6.170452916464500083e-31
1.936472747565624264e+00	6.172888198647348789e-31
1.936620086892324899e+00	6.175323480830191365e-31
1.936767426219025312e+00	6.177758763013043575e-31
1.936914765545725947e+00	6.180194045195885275e-31
1.937062104872426360e+00	6.182629327378739237e-31
1.937209444199126995e+00	6.185064609561564296e-31
1.937356783525827408e+00	6.187499891744389356e-31
1.937504122852528043e+00	6.189935173927238938e-31
1.937651462179228679e+00	6.192370456110085893e-31
1.937798801505929092e+00	6.194805738292937227e-31
1.937946140832629727e+00	6.197241020475792941e-31
1.938093480159330140e+00	6.199676302658628510e-31
1.938240819486030775e+00	6.202111584841470210e-31
1.938388158812731188e+00	6.204546867024325047e-31
1.938535498139432045e+00	6.206982149207156238e-31
1.938682837466132458e+00	6.209417481660766717e-31
1.938830176792833093e+00	6.211853653059640424e-31
1.938977516119533506e+00	6.214294768654955866e-31
1.939124855446234141e+00	6.216757634357952263e-31
1.939272194772934554e+00	6.219293101240475561e-31
1.939419534099635190e+00	6.222012535129940340e-31
1.939566873426335603e+00	6.225085977870849339e-31
1.939714212753036238e+00	6.228676898963038573e-31
1.939861552079736651e+00	6.232842543402025497e-31
1.940008891406437286e+00	6.237493203212394853e-31
1.940156230733137699e+00	6.242454876896131143e-31
1.940303570059838334e+00	6.247568076287281594e-31
1.940450909386538747e+00	6.252737353271501757e-31
1.940598248713239382e+00	6.257922390617661867e-31
1.940745588039939795e+00	6.263110790460078426e-31
1.940892927366640652e+00	6.268299707040144146e-31
1.941040266693341287e+00	6.273488638471100051e-31
1.941187606020041700e+00	6.278677569902040192e-31
1.941334945346742336e+00	6.283866501332950554e-31
1.941482284673442749e+00	6.289055432763868799e-31
1.941629624000143384e+00	6.294244364194815946e-31
1.941776963326843797e+00	6.299433295625765720e-31
1.941924302653544432e+00	6.304622227056714619e-31
1.942071641980244845e+00	6.309811158487661765e-31
1.942218981306945480e+00	6.315000089918622049e-31
1.942366320633645893e+00	6.320189021349566569e-31
1.942513659960346528e+00	6.325377952780521598e-31
1.942660999287046941e+00	6.330566884211463490e-31
1.942808338613747798e+00	6.335755815642417643e-31
1.942955677940447989e+00	6.340944747073356907e-31
1.943103017267148847e+00	6.346133678504310185e-31
1.943250356593849260e+00	6.351322609935258207e-31
1.943397695920549895e+00	6.356511541366207981e-31
1.943545035247250308e+00	6.361700472797148998e-31
1.943692374573950943e+00	6.366889404228104027e-31
1.943839713900651356e+00	6.372078335659056428e-31
1.943987053227351991e+00	6.377267267090014085e-31
1.944134392554052626e+00	6.382456198520957728e-31
1.944281731880753039e+00	6.387645129951878601e-31
1.944429071207453674e+00	6.392834061382788963e-31
1.944576410534154087e+00	6.398022992813723849e-31
1.944723749860854722e+00	6.403211924244682381e-31
1.944871089187555135e+00	6.408400855675628652e-31
1.945018428514255993e+00	6.413589787106576675e-31
1.945165767840956184e+00	6.418778718537523821e-31
1.945313107167657041e+00	6.423967649968476223e-31
1.945460446494357454e+00	6.429156581399418991e-31
1.945607785821058089e+00	6.434345512830379275e-31
1.945755125147758502e+00	6.439534444261319415e-31
1.945902464474459137e+00	6.444723375692270065e-31
1.946049803801159550e+00	6.449912307123217212e-31
1.946197143127860185e+00	6.455101238554149470e-31
1.946344482454560598e+00	6.460290169985116760e-31
1.946491821781261233e+00	6.465479101416028874e-31
1.946639161107961646e+00	6.470668032846942740e-31
1.946786500434662281e+00	6.475856964277892514e-31
1.946933839761362695e+00	6.481045895708826524e-31
1.947081179088063330e+00	6.486234827139792063e-31
1.947228518414764187e+00	6.491423758570741837e-31
1.947375857741464600e+00	6.496612690001684605e-31
1.947523197068165235e+00	6.501801621432636130e-31
1.947670536394865648e+00	6.506990552863575395e-31
1.947817875721566283e+00	6.512179484294536555e-31
1.947965215048266696e+00	6.517368415725479322e-31
1.948112554374967331e+00	6.522557347156419463e-31
1.948259893701667744e+00	6.527746278587360479e-31
1.948407233028368379e+00	6.532935210018326017e-31
1.948554572355068792e+00	6.538124141449264406e-31
1.948701911681769428e+00	6.543313072880218559e-31
1.948849251008469841e+00	6.548502004311167458e-31
1.948996590335170476e+00	6.553690935742110225e-31
1.949143929661870889e+00	6.558879867173052993e-31
1.949291268988571524e+00	6.564068798604022911e-31
1.949438608315271937e+00	6.569257730034945535e-31
1.949585947641972794e+00	6.574446661465903192e-31
1.949733286968673207e+00	6.579635592896835450e-31
1.949880626295373842e+00	6.584824524327797485e-31
1.950027965622074255e+00	6.590013455758741129e-31
1.950175304948774890e+00	6.595202387189701413e-31
1.950322644275475303e+00	6.600391318620631919e-31
1.950469983602175938e+00	6.605580250051574687e-31
1.950617322928876574e+00	6.610769181482477167e-31
1.950764662255576987e+00	6.615958112913474235e-31
1.950912001582277622e+00	6.621147044344385473e-31
1.951059340908978035e+00	6.626335975775308973e-31
1.951206680235678670e+00	6.631524907206255244e-31
1.951354019562379083e+00	6.636713838637203267e-31
1.951501358889079718e+00	6.641902770068148662e-31
1.951648698215780131e+00	6.647091701499088802e-31
1.951796037542480988e+00	6.652280632930053465e-31
1.951943376869181401e+00	6.657469564360990978e-31
1.952090716195882036e+00	6.662658495791938125e-31
1.952238055522582449e+00	6.667847427222883520e-31
1.952385394849283085e+00	6.673036358653837673e-31
1.952532734175983498e+00	6.678225290084776938e-31
1.952680073502684133e+00	6.683414221515723209e-31
1.952827412829384546e+00	6.688603152946668604e-31
1.952974752156085181e+00	6.693792084377618378e-31
1.953122091482785594e+00	6.698981015808572531e-31
1.953269430809486229e+00	6.704169947239517926e-31
1.953416770136186642e+00	6.709358878670447557e-31
1.953564109462887277e+00	6.714547810101406089e-31
1.953711448789587912e+00	6.719736741532346229e-31
1.953858788116288325e+00	6.724925672963287245e-31
1.954006127442989182e+00	6.730114604394247529e-31
1.954153466769689595e+00	6.735303535825179787e-31
1.954300806096390231e+00	6.740492467256122555e-31
1.954448145423090644e+00	6.745681398687042552e-31
1.954595484749791279e+00	6.750870330117973058e-31
1.954742824076491692e+00	6.756059261548909695e-31
1.954890163403192327e+00	6.761248192979851587e-31
1.955037502729892740e+00	6.766437124410795230e-31
1.955184842056593375e+00	6.771626055841757266e-31
1.955332181383293788e+00	6.776814987272700034e-31
1.955479520709994423e+00	6.782003918703648932e-31
1.955626860036694836e+00	6.787192850134585569e-31
1.955774199363395471e+00	6.792381781565537095e-31
1.955921538690095884e+00	6.797570712996478987e-31
1.956068878016796520e+00	6.802759644427427885e-31
1.956216217343496933e+00	6.807948575858360143e-31
1.956363556670197790e+00	6.813137507289317800e-31
1.956510895996898203e+00	6.818326438720254437e-31
1.956658235323598838e+00	6.823515370151205087e-31
1.956805574650299473e+00	6.828704301582154861e-31
1.956952913976999886e+00	6.833893233013097629e-31
1.957100253303700521e+00	6.839082164444053533e-31
1.957247592630400934e+00	6.844271095874994549e-31
1.957394931957101569e+00	6.849460027305951330e-31
1.957542271283801982e+00	6.854648958736874830e-31
1.957689610610502617e+00	6.859837890167828107e-31
1.957836949937203030e+00	6.865026821598768248e-31
1.957984289263903666e+00	6.870215753029732911e-31
1.958131628590604079e+00	6.875404684460653783e-31
1.958278967917304936e+00	6.880593615891619322e-31
1.958426307244005127e+00	6.885782547322555083e-31
1.958573646570705984e+00	6.890971478753505733e-31
1.958720985897406397e+00	6.896160410184435364e-31
1.958868325224107032e+00	6.901349341615394772e-31
1.959015664550807445e+00	6.906538273046334036e-31
1.959163003877508080e+00	6.911727204477286438e-31
1.959310343204208493e+00	6.916916135908232709e-31
1.959457682530909128e+00	6.922105067339188614e-31
1.959605021857609541e+00	6.927293998770118244e-31
1.959752361184310177e+00	6.932482930201077652e-31
1.959899700511010812e+00	6.937671861632029178e-31
1.960047039837711225e+00	6.942860793062971946e-31
1.960194379164411860e+00	6.948049724493917341e-31
1.960341718491112273e+00	6.953238655924846096e-31
1.960489057817813130e+00	6.958427587355794994e-31
1.960636397144513321e+00	6.963616518786730755e-31
1.960783736471214178e+00	6.968805450217675275e-31
1.960931075797914591e+00	6.973994381648628552e-31
1.961078415124615226e+00	6.979183313079581829e-31
1.961225754451315639e+00	6.984372244510523721e-31
1.961373093778016274e+00	6.989561175941469116e-31
1.961520433104716687e+00	6.994750107372410133e-31
1.961667772431417323e+00	6.999939038803365162e-31
1.961815111758117736e+00	7.005127970234305302e-31
1.961962451084818371e+00	7.010316901665255076e-31
1.962109790411518784e+00	7.015505833096199595e-31
1.962257129738219419e+00	7.020694764527137108e-31
1.962404469064919832e+00	7.025883695958081628e-31
1.962551808391620467e+00	7.031072627389029650e-31
1.962699147718320880e+00	7.036261558819975921e-31
1.962846487045021737e+00	7.041450490250914310e-31
1.962993826371721928e+00	7.046639421681857953e-31
1.963141165698422785e+00	7.051828353112815610e-31
1.963288505025123420e+00	7.057017284543761005e-31
1.963435844351823834e+00	7.062206215974698518e-31
1.963583183678524469e+00	7.067395147405643913e-31
1.963730523005224882e+00	7.072584078836590184e-31
1.963877862331925517e+00	7.077773010267535579e-31
1.964025201658625930e+00	7.082961941698471340e-31
1.964172540985326565e+00	7.088150873129430748e-31
1.964319880312026978e+00	7.093339804560362130e-31
1.964467219638727613e+00	7.098528735991311905e-31
1.964614558965428026e+00	7.103717667422248542e-31
1.964761898292128661e+00	7.108906598853195688e-31
1.964909237618829074e+00	7.114095530284141083e-31
1.965056576945529931e+00	7.119284461715084727e-31
1.965203916272230344e+00	7.124473393146023116e-31
1.965351255598930980e+00	7.129662324576972890e-31
1.965498594925631393e+00	7.134851256007904272e-31
1.965645934252332028e+00	7.140040187438864556e-31
1.965793273579032441e+00	7.145229118869794186e-31
1.965940612905733076e+00	7.150418050300752719e-31
1.966087952232433489e+00	7.155606981731692859e-31
1.966235291559134124e+00	7.160795913162641757e-31
1.966382630885834759e+00	7.165984844593598538e-31
1.966529970212535172e+00	7.171173776024530796e-31
1.966677309539235807e+00	7.176362707455469185e-31
1.966824648865936220e+00	7.181551638886416331e-31
1.966971988192636855e+00	7.186740570317353844e-31
1.967119327519337268e+00	7.191929501748309749e-31
1.967266666846038126e+00	7.197118433179253393e-31
1.967414006172738539e+00	7.202307364610186526e-31
1.967561345499439174e+00	7.207496296041138052e-31
1.967708684826139587e+00	7.212685227472077317e-31
1.967856024152840222e+00	7.217874158903027091e-31
1.968003363479540635e+00	7.223063090333951467e-31
1.968150702806241270e+00	7.228252021764913502e-31
1.968298042132941683e+00	7.233440953195847512e-31
1.968445381459642318e+00	7.238629884626801665e-31
1.968592720786342731e+00	7.243818816057726041e-31
1.968740060113043366e+00	7.249007747488681945e-31
1.968887399439743779e+00	7.254196678919623837e-31
1.969034738766444415e+00	7.259385610350566605e-31
1.969182078093144828e+00	7.264574541781504118e-31
1.969329417419845463e+00	7.269763473212452140e-31
1.969476756746546320e+00	7.274952404643412424e-31
1.969624096073246733e+00	7.280141336074345558e-31
1.969771435399947368e+00	7.285330267505295332e-31
1.969918774726647781e+00	7.290519198936231969e-31
1.970066114053348416e+00	7.295708130367176489e-31
1.970213453380048829e+00	7.300897061798121008e-31
1.970360792706749464e+00	7.306085993229062900e-31
1.970508132033449877e+00	7.311274924660001289e-31
1.970655471360150512e+00	7.316463856090955442e-31
1.970802810686850925e+00	7.321652787521898210e-31
1.970950150013551561e+00	7.326841718952876885e-31
1.971097489340251974e+00	7.332030650383825784e-31
1.971244828666952609e+00	7.337219581814790447e-31
1.971392167993653022e+00	7.342408513245734090e-31
1.971539507320353657e+00	7.347597444676676858e-31
1.971686846647054070e+00	7.352786376107624005e-31
1.971834185973754927e+00	7.357975307538559766e-31
1.971981525300455340e+00	7.363164238969499906e-31
1.972128864627155975e+00	7.368353170400440922e-31
1.972276203953856388e+00	7.373542101831385442e-31
1.972423543280557023e+00	7.378731033262329085e-31
1.972570882607257436e+00	7.383919964693276232e-31
1.972718221933958072e+00	7.389108896124224255e-31
1.972865561260658707e+00	7.394297827555165271e-31
1.973012900587359120e+00	7.399486758986098404e-31
1.973160239914059755e+00	7.404675690417049054e-31
1.973307579240760168e+00	7.409864621847988319e-31
1.973454918567460803e+00	7.415053553278935466e-31
1.973602257894161216e+00	7.420242484709868599e-31
1.973749597220862073e+00	7.425431416140815746e-31
1.973896936547562264e+00	7.430620347571760265e-31
1.974044275874263121e+00	7.435809279002703033e-31
1.974191615200963534e+00	7.440998210433641422e-31
1.974338954527664169e+00	7.446187141864585065e-31
1.974486293854364583e+00	7.451376073295514696e-31
1.974633633181065218e+00	7.456565004726546796e-31
1.974780972507765631e+00	7.461753936157472048e-31
1.974928311834466266e+00	7.466942867588424449e-31
1.975075651161166679e+00	7.472131799019372472e-31
1.975222990487867314e+00	7.477320730450310861e-31
1.975370329814567727e+00	7.482509661881246622e-31
1.975517669141268362e+00	7.487698593312192017e-31
1.975665008467968775e+00	7.492887524743124275e-31
1.975812347794669410e+00	7.498076456174073173e-31
1.975959687121370267e+00	7.503265387605022072e-31
1.976107026448070680e+00	7.508454319035971846e-31
1.976254365774771316e+00	7.513643250466903228e-31
1.976401705101471729e+00	7.518832181897845120e-31
1.976549044428172364e+00	7.524021113328792267e-31
1.976696383754872777e+00	7.529210044759724525e-31
1.976843723081573412e+00	7.534398976190682181e-31
1.976991062408273825e+00	7.539587907621615315e-31
1.977138401734974460e+00	7.544776839052545821e-31
1.977285741061674873e+00	7.549965770483482458e-31
1.977433080388375508e+00	7.555154701914436612e-31
1.977580419715075921e+00	7.560343633345383758e-31
1.977727759041776556e+00	7.565532564776323023e-31
1.977875098368476969e+00	7.570721496207262287e-31
1.978022437695177604e+00	7.575910427638206807e-31
1.978169777021878017e+00	7.581099359069139940e-31
1.978317116348578875e+00	7.586288290500084460e-31
1.978464455675279066e+00	7.591477221931024600e-31
1.978611795001979923e+00	7.596666153361964740e-31
1.978759134328680336e+00	7.601855084792924148e-31
1.978906473655380971e+00	7.607044016223911582e-31
1.979053812982081606e+00	7.612232947654864860e-31
1.979201152308782019e+00	7.617421879085800621e-31
1.979348491635482654e+00	7.622610810516752147e-31
1.979495830962183067e+00	7.627799741947686156e-31
1.979643170288883702e+00	7.632988673378625421e-31
1.979790509615584115e+00	7.638177604809566437e-31
1.979937848942284750e+00	7.643366536240513584e-31
1.980085188268985164e+00	7.648555467671452848e-31
1.980232527595685799e+00	7.653744399102399995e-31
1.980379866922386212e+00	7.658933330533329625e-31
1.980527206249087069e+00	7.664122261964281151e-31
1.980674545575787482e+00	7.669311193395217788e-31
1.980821884902488117e+00	7.674500124826181575e-31
1.980969224229188530e+00	7.679689056257152369e-31
1.981116563555889165e+00	7.684877987688104771e-31
1.981263902882589578e+00	7.690066919119037029e-31
1.981411242209290213e+00	7.695255850549996437e-31
1.981558581535990626e+00	7.700444781980921688e-31
1.981705920862691261e+00	7.705633713411866208e-31
1.981853260189391674e+00	7.710822644842802845e-31
1.982000599516092310e+00	7.716011576273753495e-31
1.982147938842792945e+00	7.721200507704702393e-31
1.982295278169493358e+00	7.726389439135633775e-31
1.982442617496193993e+00	7.731578370566583549e-31
1.982589956822894406e+00	7.736767301997518435e-31
1.982737296149595263e+00	7.741956233428457699e-31
1.982884635476295676e+00	7.747145164859386454e-31
1.983031974802996311e+00	7.752334096290344110e-31
1.983179314129696724e+00	7.757523027721278996e-31
1.983326653456397359e+00	7.762711959152220012e-31
1.983473992783097772e+00	7.767900890583165407e-31
1.983621332109798407e+00	7.773089822014106423e-31
1.983768671436498821e+00	7.778278753445034302e-31
1.983916010763199456e+00	7.783467684876019984e-31
1.984063350089899869e+00	7.788656616306998660e-31
1.984210689416600504e+00	7.793845547737937925e-31
1.984358028743300917e+00	7.799034479168875438e-31
1.984505368070001552e+00	7.804223410599823460e-31
1.984652707396701965e+00	7.809412342030745209e-31
1.984800046723402600e+00	7.814601273461692355e-31
1.984947386050103013e+00	7.819790204892633371e-31
1.985094725376803870e+00	7.824979136323574387e-31
1.985242064703504283e+00	7.830168067754509273e-31
1.985389404030204918e+00	7.835356999185450289e-31
1.985536743356905554e+00	7.840545930616395684e-31
1.985684082683605967e+00	7.845734862047389249e-31
1.985831422010306602e+00	7.850923793478346029e-31
1.985978761337007015e+00	7.856112724909292300e-31
1.986126100663707650e+00	7.861301656340220179e-31
1.986273439990408063e+00	7.866490587771163823e-31
1.986420779317108698e+00	7.871679519202102211e-31
1.986568118643809111e+00	7.876868450633044979e-31
1.986715457970509746e+00	7.882057382063985995e-31
1.986862797297210159e+00	7.887246313494918253e-31
1.987010136623911016e+00	7.892435244925852263e-31
1.987157475950611207e+00	7.897624176356798534e-31
1.987304815277312064e+00	7.902813107787736047e-31
1.987452154604012478e+00	7.908002039218684069e-31
1.987599493930713113e+00	7.913190970649616327e-31
1.987746833257413526e+00	7.918379902080545082e-31
1.987894172584114161e+00	7.923568833511505366e-31
1.988041511910814574e+00	7.928757764942455140e-31
1.988188851237515209e+00	7.933946696373464469e-31
1.988336190564215622e+00	7.939135627804382714e-31
1.988483529890916257e+00	7.944324559235314972e-31
1.988630869217616892e+00	7.949513490666280511e-31
1.988778208544317305e+00	7.954702422097202259e-31
1.988925547871017940e+00	7.959891353528141524e-31
1.989072887197718353e+00	7.965080284959086043e-31
1.989220226524419211e+00	7.970269216390016549e-31
1.989367565851119402e+00	7.975458147820964572e-31
1.989514905177820259e+00	7.980647079251931862e-31
1.989662244504520672e+00	7.985836010682909663e-31
1.989809583831221307e+00	7.991024942113852430e-31
1.989956923157921720e+00	7.996213873544781185e-31
1.990104262484622355e+00	8.001402804975725704e-31
1.990251601811322768e+00	8.006591736406659714e-31
1.990398941138023403e+00	8.011780667837612991e-31
1.990546280464723816e+00	8.016969599268536491e-31
1.990693619791424451e+00	8.022158530699486265e-31
1.990840959118124864e+00	8.027347462130427281e-31
1.990988298444825499e+00	8.032536393561361291e-31
1.991135637771525912e+00	8.037725324992297052e-31
1.991282977098226548e+00	8.042914256423232813e-31
1.991430316424926961e+00	8.048103187854180836e-31
1.991577655751627818e+00	8.053292119285121852e-31
1.991724995078328453e+00	8.058481050716076881e-31
1.991872334405028866e+00	8.063669982147065191e-31
1.992019673731729501e+00	8.068858913578000952e-31
1.992167013058429914e+00	8.074047845008948975e-31
1.992314352385130549e+00	8.079236776439886488e-31
1.992461691711830962e+00	8.084425707870820497e-31
1.992609031038531597e+00	8.089614639301754507e-31
1.992756370365232010e+00	8.094803570732692020e-31
1.992903709691932645e+00	8.099992502163669820e-31
1.993051049018633059e+00	8.105181433594647620e-31
1.993198388345333694e+00	8.110370365025586884e-31
1.993345727672034107e+00	8.115559296456522646e-31
1.993493066998734742e+00	8.120748227887461910e-31
1.993640406325435155e+00	8.125937159318388913e-31
1.993787745652136012e+00	8.131126090749335184e-31
1.993935084978836425e+00	8.136315022180269194e-31
1.994082424305537060e+00	8.141503953611192694e-31
1.994229763632237473e+00	8.146692885042138965e-31
1.994377102958938108e+00	8.151881816473076477e-31
1.994524442285638521e+00	8.157070747904019245e-31
1.994671781612339156e+00	8.162259679334965516e-31
1.994819120939039792e+00	8.167448610765908284e-31
1.994966460265740205e+00	8.172637542196915861e-31
1.995113799592440840e+00	8.177826473627863884e-31
1.995261138919141253e+00	8.183015405058792639e-31
1.995408478245841888e+00	8.188204336489716139e-31
1.995555817572542301e+00	8.193393267920667664e-31
1.995703156899242936e+00	8.198582199351613935e-31
1.995850496225943349e+00	8.203771130782528677e-31
1.995997835552644206e+00	8.208960062213487209e-31
1.996145174879344619e+00	8.214148993644475519e-31
1.996292514206045254e+00	8.219337925075423542e-31
1.996439853532745667e+00	8.224526856506364558e-31
1.996587192859446303e+00	8.229715787937303822e-31
1.996734532186146716e+00	8.234904719368229074e-31
1.996881871512847351e+00	8.240093650799166587e-31
1.997029210839547764e+00	8.245282582230102348e-31
1.997176550166248399e+00	8.250471513661039861e-31
1.997323889492948812e+00	8.255660445091966864e-31
1.997471228819649447e+00	8.260849376522909632e-31
1.997618568146349860e+00	8.266038307953857654e-31
1.997765907473050495e+00	8.271227239384793415e-31
1.997913246799750908e+00	8.276416170815813254e-31
1.998060586126451543e+00	8.281605102246727996e-31
1.998207925453152400e+00	8.286794033677679522e-31
1.998355264779852813e+00	8.291982965108597767e-31
1.998502604106553449e+00	8.297171896539556299e-31
1.998649943433253862e+00	8.302360827970486806e-31
1.998797282759954497e+00	8.307549759401473364e-31
1.998944622086654910e+00	8.312738690832424890e-31
1.999091961413355545e+00	8.317927622263379919e-31
1.999239300740055958e+00	8.323116553694306922e-31
1.999386640066756593e+00	8.328305485125242683e-31
1.999533979393457006e+00	8.333494416556180196e-31
